,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
393,US04962H5063,9,1,503.75,7,0,,,1,2022-01-03
394,US0552625057,2,2,196.10,0,0,98.05,,1,2022-01-03
395,US0727303028,1,0,0,0,0,,,1,2022-01-03
396,US6701002056,10,8,15745.20,1,0,769.40,,1,2022-01-03
397,US6840601065,2,1,191.00,0,0,,,1,2022-01-03
398,US74975E3036,1,1,364.00,0,0,,,1,2022-01-03
399,US76026T2050,1,1,1512.00,0,0,,,1,2022-01-03
400,US9254581013,1,0,0,0,0,,,1,2022-01-03
401,DE000A2DTM69,2,1,13965.75,0,0,,,1,2022-01-03
402,DE000A2LQKV2,1,0,0,0,0,,,1,2022-01-03
403,US83200N1037,1,1,2912.82,0,0,,,1,2022-01-03
404,CA67077M1086,9,2,3253.42,4,0,1626.71,,1,2022-01-03
405,DE000TR25ZK2,2,1,570.00,0,0,,,1,2022-01-03
406,US34959E1091,535,115,191926.20,429,0,606.20,,1,2022-01-03
407,DE000TR3L679,1,1,566.10,0,0,,,1,2022-01-03
408,NL0012866412,16,9,63082.40,5,0,8569.80,,1,2022-01-03
409,US98980G1022,71,48,42593.00,19,0,541.75,,1,2022-01-03
410,US46267X1081,14,6,12724.15,7,0,1550.00,,1,2022-01-03
411,DE000TR0Y8J4,3,2,1204.79,1,0,602.39,,1,2022-01-03
412,DE000A2GS5D8,120,80,121564.80,26,0,894.75,,1,2022-01-03
413,DE000TB2ZZA5,2,1,528.50,1,0,,,1,2022-01-03
414,DE000TB3SH76,2,2,850.80,0,0,425.40,,1,2022-01-03
415,DE000TB4PJM1,1,0,0,1,0,,,1,2022-01-03
416,DE000TD772X1,3,1,513.70,0,0,,,1,2022-01-03
417,DE000TD7ZPU1,1,1,466.00,0,0,,,1,2022-01-03
418,DE000TD87WA0,3,3,7453.97,0,0,1981.71,,1,2022-01-03
419,DE000TD8TSV4,1,0,0,0,0,,,1,2022-01-03
420,DE000TD8VBK9,1,0,0,0,0,,,1,2022-01-03
421,DE000TD94XQ0,1,0,0,0,0,,,1,2022-01-03
422,DE000TD9HT42,1,1,530.70,0,0,,,1,2022-01-03
423,DE000TR01413,1,1,572.70,0,0,,,1,2022-01-03
424,DE000TR0Q047,2,2,3187.17,0,0,1593.59,,1,2022-01-03
425,DE000TR19FD2,1,1,552.50,0,0,,,1,2022-01-03
426,DE000TD99DS7,1,1,880.00,0,0,,,1,2022-01-03
427,DE000TD99DU3,2,2,950.00,0,0,475.00,,1,2022-01-03
428,DE000TD99L86,3,2,760.42,1,0,380.21,,1,2022-01-03
429,DE000TD40AN8,1,0,0,0,0,,,1,2022-01-03
430,DE000TD429A6,2,1,254.60,0,0,,,1,2022-01-03
431,CA3932102088,10,3,79.20,4,0,37.65,,1,2022-01-03
432,DE000A0N4N52,1,1,30.20,0,0,,,1,2022-01-03
433,IE00BDFBTQ78,36,20,46884.77,15,0,877.92,,1,2022-01-03
434,JP3734800000,1,1,104.90,0,0,,,1,2022-01-03
435,SE0011166610,1,0,0,0,0,,,1,2022-01-03
436,DE0005181606,187,42,33609.20,93,0,522.00,,1,2022-01-03
437,US1272031071,1,0,0,0,0,,,1,2022-01-03
438,GB00BFMCN652,1,1,10150.47,0,0,,,1,2022-01-03
439,US44852D1081,11,5,3126.06,6,0,415.38,,1,2022-01-03
440,US29446M1027,3,2,3009.60,1,0,1504.80,,1,2022-01-03
441,CA38149E1016,8,2,14.62,5,0,7.31,,1,2022-01-03
442,IE00BDZVHD04,2,2,1752.49,0,0,876.25,,1,2022-01-03
443,FR0013326246,4,1,12564.00,2,0,,,1,2022-01-03
444,US23283X2062,1,1,124.15,0,0,,,1,2022-01-03
445,US29786A1060,93,73,77930.50,18,0,564.78,,1,2022-01-03
446,US3743964062,18,16,10464.06,4,0,386.45,,1,2022-01-03
447,US53225G1022,1,1,259.86,0,0,,,1,2022-01-03
448,GB00B0WHP703,1,1,20.10,0,0,,,1,2022-01-03
449,LU0261743842,1,0,0,0,0,,,1,2022-01-03
450,LU0718558728,2,2,28108.05,0,0,14054.02,,1,2022-01-03
451,LU0897034418,2,2,1233.82,0,0,616.91,,1,2022-01-03
452,LU1302929846,2,2,332.64,0,0,166.32,,1,2022-01-03
453,CA05335P1099,4,2,47.57,2,0,23.79,,1,2022-01-03
454,NL0012969182,43,22,137067.50,14,0,4721.50,,1,2022-01-03
455,US38267D1090,1,0,0,0,0,,,1,2022-01-03
456,DE000A14KEB5,124,48,74517.95,66,0,779.63,,1,2022-01-03
457,FR0010722819,2,0,0,2,0,,,1,2022-01-03
458,IE00B23D8S39,1,1,679.59,0,0,,,1,2022-01-03
459,IE00B23LNQ02,7,7,5340.39,0,0,135.36,,1,2022-01-03
460,IE00BZ0PKV06,10,8,25345.68,2,0,704.25,,1,2022-01-03
461,LU0908501058,6,4,9476.30,1,0,592.75,,1,2022-01-03
462,LU1048313891,15,9,48928.06,6,0,835.44,,1,2022-01-03
463,PLENEA000013,1,1,1948.00,0,0,,,1,2022-01-03
464,PLOPTTC00011,124,59,145628.95,60,0,1065.50,,1,2022-01-03
465,FR0013335742,1,0,0,1,0,,,1,2022-01-03
466,AT0000A21KS2,1,1,22.56,0,0,,,1,2022-01-03
467,IE00BFM6T921,6,7,28412.80,0,0,858.40,,1,2022-01-03
468,IE00BFM6TB42,2,2,1564.30,0,0,782.15,,1,2022-01-03
469,IE00BFM6TC58,5,5,1336.85,0,0,118.74,,1,2022-01-03
470,DE000A2JNWZ9,3,2,1827.20,0,0,913.60,,1,2022-01-03
471,DE0005009740,1,1,315.00,0,0,,,1,2022-01-03
472,US48251W1045,18,11,10290.30,6,0,781.20,,1,2022-01-03
473,CA68621R1064,10,6,12151.36,3,0,2141.79,,1,2022-01-03
474,GB00BF4HYV08,2,2,511.40,0,0,255.70,,1,2022-01-03
475,US37954Y8710,7,4,8640.67,0,0,1501.40,,1,2022-01-03
476,US49271V1008,3,2,519.28,1,0,259.64,,1,2022-01-03
477,XS1853998182,2,2,10766.00,0,0,5383.00,,1,2022-01-03
478,FR0000077570,2,0,0,2,0,,,1,2022-01-03
479,FR0000079634,5,0,0,5,0,,,1,2022-01-03
480,FR0004040608,1,0,0,1,0,,,1,2022-01-03
481,FR0012816825,1,0,0,1,0,,,1,2022-01-03
482,US1005571070,3,3,2260.00,0,0,458.00,,1,2022-01-03
483,US01671P1003,13,11,8674.15,4,0,493.05,,1,2022-01-03
484,US15117F5008,1,0,0,0,0,,,1,2022-01-03
485,FR0010193052,1,0,0,1,0,,,1,2022-01-03
486,US3610081057,4,3,714.00,0,0,336.30,,1,2022-01-03
487,US6904691010,2,0,0,2,0,,,1,2022-01-03
488,LU1659681313,1,1,1880.64,0,0,,,1,2022-01-03
489,LU1659681669,9,5,4920.37,4,0,507.16,,1,2022-01-03
490,LU1753045415,9,9,12055.91,0,0,979.68,,1,2022-01-03
491,LU1753045928,1,1,126.15,0,0,,,1,2022-01-03
492,US36165L1089,7,2,2320.80,5,0,1160.40,,1,2022-01-03
493,US88025T1025,3,3,902.20,0,0,284.40,,1,2022-01-03
494,US88688T1007,385,218,322907.92,135,0,466.89,,1,2022-01-03
495,DE000A2G9JL5,12,0,0,2,0,,,1,2022-01-03
496,US29260V1052,17,1,420.00,11,0,,,1,2022-01-03
497,US7223041028,124,62,116111.40,53,0,604.80,,1,2022-01-03
498,IE00BZ173W74,1,0,0,0,0,,,1,2022-01-03
499,US83570H1086,19,7,7786.20,10,0,290.51,,1,2022-01-03
500,ZAE000190252,1,1,90.58,0,0,,,1,2022-01-03
501,US04206A1016,2,1,64.05,0,0,,,1,2022-01-03
502,GB00BG5KQW09,12,5,4331.02,4,0,511.27,,1,2022-01-03
503,CA85209J1084,1,0,0,1,0,,,1,2022-01-03
504,GB00B647W791,9,0,0,1,0,,,1,2022-01-03
505,GB00B4WFW713,1,1,594.28,0,0,,,1,2022-01-03
506,DE000HX3KXK7,1,1,268.70,0,0,,,1,2022-01-03
507,GB00B1N7Z094,1,0,0,0,0,,,1,2022-01-03
508,DE000A14KRD3,14,7,16893.00,3,0,707.50,,1,2022-01-03
509,KYG9894K1085,1,0,0,0,0,,,1,2022-01-03
510,US46185L1035,11,6,4313.33,0,0,457.11,,1,2022-01-03
511,US57667T1007,5,4,571.00,1,0,126.50,,1,2022-01-03
512,US81762P1021,35,18,40882.40,13,0,1133.80,,1,2022-01-03
513,NL0010391025,1,0,0,1,0,,,1,2022-01-03
514,SE0003366871,2,1,137.27,1,0,,,1,2022-01-03
515,AT000AGRANA3,4,2,870.00,2,0,435.00,,1,2022-01-03
516,BE0003766806,1,1,752.00,0,0,,,1,2022-01-03
517,FR0000066722,16,6,7178.12,8,0,1058.35,,1,2022-01-03
518,FR0005175080,1,0,0,1,0,,,1,2022-01-03
519,GB0008782301,3,2,646.56,1,0,323.28,,1,2022-01-03
520,GB00BD6K4575,3,0,0,1,0,,,1,2022-01-03
521,JE00BYVQYS01,1,1,961.20,0,0,,,1,2022-01-03
522,NO0010365521,1,1,838.50,0,0,,,1,2022-01-03
523,US00847G7051,1,1,98.37,0,0,,,1,2022-01-03
524,DE000A0XFSF0,4,1,8.80,0,0,,,1,2022-01-03
525,DE0007474041,9,3,2016.00,5,0,672.00,,1,2022-01-03
526,DE000A0LBKW6,5,0,0,2,0,,,1,2022-01-03
527,DE000A0Z2Y48,2,0,0,1,0,,,1,2022-01-03
528,GB0031030819,2,2,219.33,0,0,109.67,,1,2022-01-03
529,DE000A1MME74,11,2,2688.00,4,0,1344.00,,1,2022-01-03
530,DE000A2NB601,44,24,29977.44,11,0,741.00,,1,2022-01-03
531,US91381U1016,7,5,2996.46,2,0,608.33,,1,2022-01-03
532,DE000A2NBX80,29,10,35856.80,15,0,1011.00,,1,2022-01-03
533,GRS003003035,4,0,0,4,0,,,1,2022-01-03
534,DE000A2E4SV8,5,3,1107.35,1,0,539.00,,1,2022-01-03
535,DE000A2NB650,18,8,4375.75,6,0,437.10,,1,2022-01-03
536,FR0013357621,5,1,761.60,4,0,,,1,2022-01-03
537,US59503A2042,2,2,1958.31,0,0,979.15,,1,2022-01-03
538,DE0005261606,1,0,0,0,0,,,1,2022-01-03
539,US68247Q1022,2,0,0,2,0,,,1,2022-01-03
540,BE0003717312,15,4,3868.60,7,0,430.80,,1,2022-01-03
541,FI4000198031,1,0,0,0,0,,,1,2022-01-03
542,GB0008220112,1,1,467.50,0,0,,,1,2022-01-03
543,GB00B15FWH70,28,9,3222.00,18,0,157.88,,1,2022-01-03
544,GRS495003006,13,1,2739.00,9,0,,,1,2022-01-03
545,NL0010832176,1,0,0,1,0,,,1,2022-01-03
546,NL0011872643,3,1,1025.00,2,0,,,1,2022-01-03
547,AU000000WTC3,1,1,113.19,0,0,,,1,2022-01-03
548,KYG245241032,5,0,0,5,0,,,1,2022-01-03
549,IT0003828271,1,1,832.50,0,0,,,1,2022-01-03
550,NL0010801007,2,1,1369.55,1,0,,,1,2022-01-03
551,US18539C2044,2,1,32.20,0,0,,,1,2022-01-03
552,US02155H2004,5,4,26920.19,1,0,1060.51,,1,2022-01-03
553,KY30744W1070,11,11,6555.29,0,0,308.50,,1,2022-01-03
554,DE000A2NBZG9,4,4,11274.40,0,0,3072.90,,1,2022-01-03
555,NO0010331838,1,1,263.68,0,0,,,1,2022-01-03
556,XS1889053150,1,0,0,0,0,,,1,2022-01-03
557,CA58507M1077,1,1,75.00,0,0,,,1,2022-01-03
558,FI4000297767,4,3,4659.86,0,0,249.55,,1,2022-01-03
559,IE00BDT6FP91,2,2,5928.90,0,0,2964.45,,1,2022-01-03
560,IE00BNH72088,8,6,8750.54,1,0,1069.47,,1,2022-01-03
561,LU1291101555,6,7,65943.55,0,0,1277.00,,1,2022-01-03
562,LU1681041114,1,1,1308.19,0,0,,,1,2022-01-03
563,CA49374L3065,1,1,2.13,0,0,,,1,2022-01-03
564,DE000A2N4H07,43,22,58467.96,6,0,939.01,,1,2022-01-03
565,LU0950381748,1,1,490.50,0,0,,,1,2022-01-03
566,LU1681038672,6,6,132327.35,0,0,1140.58,,1,2022-01-03
567,DE000TR5E018,1,0,0,0,0,,,1,2022-01-03
568,DE000KBX1006,36,16,35120.04,15,0,1189.92,,1,2022-01-03
569,JE00BYSS4X48,16,16,15957.96,2,0,598.36,,1,2022-01-03
570,KYG370921069,6,4,2265.74,0,0,632.17,,1,2022-01-03
571,KYG596691041,9,5,4504.61,2,0,378.38,,1,2022-01-03
572,DE000A2NBTL2,2,1,2240.00,0,0,,,1,2022-01-03
573,XS1898197576,1,0,0,0,0,,,1,2022-01-03
574,CNE1000031C1,97,49,67058.10,30,0,827.53,,1,2022-01-03
575,IE00BZ12WP82,389,210,684667.00,134,0,904.50,,1,2022-01-03
576,LU1812090543,1,1,1113.80,0,0,,,1,2022-01-03
577,LU1829219127,1,1,779.57,0,0,,,1,2022-01-03
578,US90184D1000,14,7,5505.98,5,0,691.80,,1,2022-01-03
579,US4380908057,4,3,462.35,1,0,154.10,,1,2022-01-03
580,US53814L1089,47,30,52280.21,11,0,918.36,,1,2022-01-03
581,IE00BDDRDW15,4,4,1935.10,0,0,593.60,,1,2022-01-03
582,CA0272592092,141,59,65951.67,69,0,446.67,,1,2022-01-03
583,FR0013379484,2,0,0,1,0,,,1,2022-01-03
584,SE0011337054,3,0,0,0,0,,,1,2022-01-03
585,XS1879224373,3,0,0,3,0,,,1,2022-01-03
586,KYG9830T1067,295,138,93136.39,124,0,258.96,,1,2022-01-03
587,DE000A19S801,1,1,44.90,0,0,,,1,2022-01-03
588,DE000A2NBF25,1,0,0,0,0,,,1,2022-01-03
589,DE000A2NBZ21,2,0,0,1,0,,,1,2022-01-03
590,LU1829219390,9,4,4273.83,4,0,994.67,,1,2022-01-03
591,LU1829219556,8,8,23382.52,0,0,447.07,,1,2022-01-03
592,LU1829219713,1,1,2443.10,0,0,,,1,2022-01-03
593,LU1829220216,41,26,107694.00,12,0,1153.65,,1,2022-01-03
594,LU1832418773,16,8,14661.42,8,0,482.57,,1,2022-01-03
595,US066716AB78,1,0,0,0,0,,,1,2022-01-03
596,XS1910851242,2,0,0,1,0,,,1,2022-01-03
597,DE000HX5Q1R0,1,1,805.50,0,0,,,1,2022-01-03
598,AT0000A23ST9,1,0,0,0,0,,,1,2022-01-03
599,IT0005217390,1,0,0,0,0,,,1,2022-01-03
600,CA18453C1077,1,0,0,1,0,,,1,2022-01-03
601,CA65343B1040,2,2,2064.41,0,0,1032.20,,1,2022-01-03
602,US45166V1061,1,1,1150.50,0,0,,,1,2022-01-03
603,GB00BH0P3Z91,43,20,30937.00,14,0,1193.50,,1,2022-01-03
604,LU1812091194,6,6,44639.94,0,0,938.71,,1,2022-01-03
605,LU1812092168,5,5,3963.59,0,0,212.76,,1,2022-01-03
606,XS1897122278,1,0,0,0,0,,,1,2022-01-03
607,LI0443398271,15,13,11741.76,1,0,20.87,,1,2022-01-03
608,DE000A2NBVD5,9,4,2338.50,2,0,526.50,,1,2022-01-03
609,LU1865032954,27,20,84139.49,0,0,2242.54,,1,2022-01-03
610,US63253R2013,104,41,35578.20,53,0,516.00,,1,2022-01-03
611,LU0757431068,7,7,42121.57,0,0,5209.35,,1,2022-01-03
612,FR0013384369,1,0,0,1,0,,,1,2022-01-03
613,US60770K1079,1180,522,1137751.30,596,0,828.60,,1,2022-01-03
614,DE000A2TSU21,2,0,0,1,0,,,1,2022-01-03
615,US55024U1097,11,4,2432.94,7,0,561.07,,1,2022-01-03
616,DE000A2G8XP9,11,5,4691.60,6,0,708.00,,1,2022-01-03
617,DE000HX6FQM0,2,2,507.20,0,0,253.60,,1,2022-01-03
618,DE000TR6GG82,13,13,21818.00,0,0,984.00,,1,2022-01-03
619,CA72765Q8829,2,2,678.39,0,0,339.19,,1,2022-01-03
620,DE000A2LQ850,2,2,718.20,0,0,359.10,,1,2022-01-03
621,FR0013153541,1,0,0,1,0,,,1,2022-01-03
622,DE000A2G9LL1,8,4,8619.70,3,0,1235.85,,1,2022-01-03
623,FR0000120560,11,5,12488.89,8,0,2494.86,,1,2022-01-03
624,US1255231003,3,1,1016.00,2,0,,,1,2022-01-03
625,US39868T1051,5,4,1582.85,0,0,406.75,,1,2022-01-03
626,US24703L2025,15,11,8062.66,0,0,497.40,,1,2022-01-03
627,CA29764T1012,6,2,163.39,3,0,81.69,,1,2022-01-03
628,IE00BDVPNG13,28,28,118241.91,1,0,759.15,,1,2022-01-03
629,DE000TR6M761,1,0,0,1,0,,,1,2022-01-03
630,DE000TR6MBK6,1,1,2900.00,0,0,,,1,2022-01-03
631,DE000TR6MBM2,2,1,9391.60,1,0,,,1,2022-01-03
632,IE00BD5KGK77,2,2,940.67,0,0,470.33,,1,2022-01-03
633,GB00BHJYC057,7,0,0,6,0,,,1,2022-01-03
634,IE00BFM15T99,1,1,217.84,0,0,,,1,2022-01-03
635,IE00BGDPWW94,9,6,22460.89,2,0,1178.63,,1,2022-01-03
636,IE00BGDQ0T50,11,9,29028.12,0,0,1399.34,,1,2022-01-03
637,IE00BGDQ0V72,1,1,149.29,0,0,,,1,2022-01-03
638,US1897631057,2,1,1220.94,1,0,,,1,2022-01-03
639,US21718L1026,5,2,329.05,3,0,164.52,,1,2022-01-03
640,US57778K1051,10,5,3134.57,3,1,290.07,,1,2022-01-03
641,LU1829221024,191,131,675360.56,49,0,1091.74,,1,2022-01-03
642,LU1834983477,8,7,29328.03,1,0,1007.75,,1,2022-01-03
643,LU1834983550,3,4,2235.89,0,0,559.00,,1,2022-01-03
644,LU1834986900,7,4,2416.00,3,0,536.32,,1,2022-01-03
645,LU1834988278,1,1,1253.24,0,0,,,1,2022-01-03
646,LU1834988609,1,1,179.27,0,0,,,1,2022-01-03
647,LU1834988864,1,1,254.64,0,0,,,1,2022-01-03
648,AU00000088E2,29,11,3903.27,16,0,149.99,,1,2022-01-03
649,AU000000SYR9,5,2,1311.20,2,0,655.60,,1,2022-01-03
650,KYG3R83K1037,4,3,375.22,1,0,55.26,,1,2022-01-03
651,NO0003067902,24,17,15621.82,4,0,328.20,,1,2022-01-03
652,SE0006425815,76,45,77351.99,22,0,516.88,,1,2022-01-03
653,CA89356V1040,1,0,0,0,0,,,1,2022-01-03
654,LU1841731745,21,10,30687.34,8,0,1427.98,,1,2022-01-03
655,US7376301039,2,1,642.00,1,0,,,1,2022-01-03
656,IE00BF2FN646,4,2,5177.95,1,0,2588.97,,1,2022-01-03
657,ATMARINOMED6,1,0,0,0,0,,,1,2022-01-03
658,LU1834983394,6,3,2668.45,3,0,515.40,,1,2022-01-03
659,LU1834983634,2,2,1513.26,0,0,756.63,,1,2022-01-03
660,LU1834983808,2,2,1240.05,0,0,620.02,,1,2022-01-03
661,LU1834984798,3,2,8864.74,1,0,4432.37,,1,2022-01-03
662,LU1834987890,1,1,395.48,0,0,,,1,2022-01-03
663,LU1834988195,5,2,1105.26,3,0,552.63,,1,2022-01-03
664,LU1834988351,4,2,14718.48,2,0,7359.24,,1,2022-01-03
665,LU1834988781,8,6,11080.16,1,0,1398.10,,1,2022-01-03
666,US25278X1090,9,7,5416.68,1,0,193.48,,1,2022-01-03
667,US83600C1036,1,0,0,1,0,,,1,2022-01-03
668,US93627C1018,2,2,1914.00,0,0,957.00,,1,2022-01-03
669,GB0033278473,1,0,0,1,0,,,1,2022-01-03
670,CA00510L1067,3,2,1040.32,1,0,520.16,,1,2022-01-03
671,CA74624E1007,3,2,36.58,1,0,18.29,,1,2022-01-03
672,US62914V1061,772,393,1030113.46,308,1,587.20,,1,2022-01-03
673,LU1275255799,1,1,1785.96,0,0,,,1,2022-01-03
674,LU1437017863,31,20,55408.04,11,0,1271.72,,1,2022-01-03
675,LU1589349734,1,1,155.82,0,0,,,1,2022-01-03
676,LU1681038912,3,2,1909.64,1,0,954.82,,1,2022-01-03
677,LU1681041387,3,3,612.87,0,0,97.05,,1,2022-01-03
678,LU1681041890,8,5,62624.50,2,0,2634.00,,1,2022-01-03
679,LU1737652237,74,24,118948.11,47,0,1293.48,,1,2022-01-03
680,LU1737652310,3,2,1775.57,0,0,887.78,,1,2022-01-03
681,LU1737652823,16,11,18865.98,3,0,326.10,,1,2022-01-03
682,LU1737653045,4,3,1772.49,0,0,372.48,,1,2022-01-03
683,LU1737653714,2,2,456.21,0,0,228.11,,1,2022-01-03
684,LU1737653987,1,1,150.97,0,0,,,1,2022-01-03
685,LU1737654019,1,1,1080.44,0,0,,,1,2022-01-03
686,LU1861132840,9,6,17641.63,2,0,621.60,,1,2022-01-03
687,LU1861134382,126,79,392254.69,29,1,1061.52,,1,2022-01-03
688,LU1861137484,59,20,64559.04,36,0,585.38,,1,2022-01-03
689,DE000ETF7029,4,2,1830.70,2,0,915.35,,1,2022-01-03
690,DE000ETF7037,2,2,2745.80,0,0,1372.90,,1,2022-01-03
691,IE00BCHWNQ94,11,7,71011.86,1,0,3169.05,,1,2022-01-03
692,IE00BF8J5974,2,2,1836.24,0,0,918.12,,1,2022-01-03
693,IE00BFMKQ930,1,1,79.36,0,0,,,1,2022-01-03
694,IE00BFMNHK08,9,6,11970.01,1,0,495.59,,1,2022-01-03
695,IE00BFMNPS42,24,12,42300.36,10,0,1560.38,,1,2022-01-03
696,IE00BG04M077,3,2,820.84,1,0,410.42,,1,2022-01-03
697,IE00BG36TC12,3,3,1494.02,0,0,550.93,,1,2022-01-03
698,IE00BGV5VM45,2,2,9553.96,0,0,4776.98,,1,2022-01-03
699,IE00BGV5VN51,227,172,413330.78,48,0,449.38,,1,2022-01-03
700,LU1772333404,1,1,215.68,0,0,,,1,2022-01-03
701,IE00BD45KH83,26,21,108929.55,3,0,491.52,,1,2022-01-03
702,IE00BDBRDM35,22,13,179078.96,7,0,745.02,,1,2022-01-03
703,IE00BDR5HM97,13,8,19386.65,4,0,956.29,,1,2022-01-03
704,IE00BF2B0K52,9,6,18015.94,2,0,2790.34,,1,2022-01-03
705,IE00BF3N7219,2,2,1259.65,0,0,629.82,,1,2022-01-03
706,IE00BF5GB717,2,2,325.32,0,0,162.66,,1,2022-01-03
707,IE00BFNM3B99,6,4,27964.66,2,0,618.17,,1,2022-01-03
708,IE00BFNM3C07,4,4,17447.60,0,0,2512.89,,1,2022-01-03
709,IE00BFNM3N12,19,10,45595.66,6,0,959.71,,1,2022-01-03
710,IE00BFNM3P36,97,56,460198.01,26,0,981.30,,1,2022-01-03
711,IE00BFWXDV39,1,1,204.60,0,0,,,1,2022-01-03
712,IE00BFWXDY69,1,1,50.15,0,0,,,1,2022-01-03
713,IE00BG0J4C88,239,197,592764.18,39,0,360.05,,1,2022-01-03
714,IE00BG0SKF03,8,5,29379.46,3,0,4999.04,,1,2022-01-03
715,IE00BGDQ0L74,7,4,5129.23,3,0,263.85,,1,2022-01-03
716,IE00BYSX4846,2,2,859.34,0,0,429.67,,1,2022-01-03
717,IE00BYV1YH46,4,4,2288.08,0,0,66.14,,1,2022-01-03
718,IE00BYXPXK00,3,3,1380.84,0,0,499.20,,1,2022-01-03
719,IE00BYXPXL17,3,3,6461.24,0,0,1421.78,,1,2022-01-03
720,IE00BYXVGY31,1,1,164.48,0,0,,,1,2022-01-03
721,IE00BYXVGZ48,48,28,60864.02,15,0,593.99,,1,2022-01-03
722,IE00BZ0PKS76,3,3,3662.98,0,0,459.07,,1,2022-01-03
723,IE00BZ0PKT83,25,20,539888.19,2,0,1977.85,,1,2022-01-03
724,LU0677077884,3,2,3814.81,0,0,1907.40,,1,2022-01-03
725,IE00B40B8R38,12,7,9721.56,1,1,993.43,,1,2022-01-03
726,IE00B4KBBD01,10,6,6693.07,4,0,144.03,,1,2022-01-03
727,IE00B4LN9N13,5,5,4162.35,0,0,596.08,,1,2022-01-03
728,IE00B4MKCJ84,12,10,5540.94,1,0,497.59,,1,2022-01-03
729,IE00BD0B9B76,3,3,6877.57,0,0,1571.17,,1,2022-01-03
730,IE00BD3V0B10,27,19,23828.40,5,0,289.70,,1,2022-01-03
731,IE00BD9MMD49,1,1,1130.88,0,0,,,1,2022-01-03
732,IE00BDDRF478,8,5,10163.43,1,0,538.09,,1,2022-01-03
733,IE00BDFC6G93,1,1,1246.67,0,0,,,1,2022-01-03
734,IE00BF3N7102,2,2,603.83,0,0,301.92,,1,2022-01-03
735,IE00BF4G6Y48,1,1,329.36,0,0,,,1,2022-01-03
736,IE00BF4G7076,1,1,201.28,0,0,,,1,2022-01-03
737,IE00BF4G7183,1,1,148.68,0,0,,,1,2022-01-03
738,IE00BF4RFH31,406,294,1361528.31,80,0,565.71,,1,2022-01-03
739,IE00BFNM3D14,24,18,85643.67,2,0,1231.49,,1,2022-01-03
740,IE00BFNM3G45,25,14,63913.69,11,0,1647.76,,1,2022-01-03
741,IE00BFNM3H51,3,2,3994.62,0,0,1997.31,,1,2022-01-03
742,IE00BFNM3J75,75,64,609024.98,7,0,766.88,,1,2022-01-03
743,IE00BFNM3K80,14,12,71450.18,0,0,404.34,,1,2022-01-03
744,IE00BFNM3L97,29,27,30624.18,0,0,498.51,,1,2022-01-03
745,IE00BFXYHY63,2,2,386.89,0,0,193.45,,1,2022-01-03
746,IE00BG5QQ390,1,1,30.72,0,0,,,1,2022-01-03
747,IE00BYVQ9F29,63,55,97907.96,3,0,534.99,,1,2022-01-03
748,IE00BYX8XC17,15,14,50156.58,0,0,717.77,,1,2022-01-03
749,IE00BZ173V67,1,1,3612.40,0,0,,,1,2022-01-03
750,IE00BZCQB185,76,56,135522.52,13,0,534.24,,1,2022-01-03
751,CA58504D1006,1,1,104.88,0,0,,,1,2022-01-03
752,IE00BMW3NY56,1,1,376.36,0,0,,,1,2022-01-03
753,IE00BYML9W36,57,48,67595.76,4,0,392.98,,1,2022-01-03
754,IE00BYX5K108,2,2,1143.02,0,0,571.51,,1,2022-01-03
755,DE000A2TEDB8,4,3,17527.98,0,0,4123.40,,1,2022-01-03
756,IE00B23D9570,2,2,2427.71,0,0,1213.86,,1,2022-01-03
757,IE00BD8D5G25,1,1,521.69,0,0,,,1,2022-01-03
758,IE00BD8D5H32,1,1,354.15,0,0,,,1,2022-01-03
759,IE00BDDRDY39,1,1,599.86,0,0,,,1,2022-01-03
760,IE00BF4G6Z54,3,2,3041.59,0,0,1520.80,,1,2022-01-03
761,IE00BF4Q4063,3,3,1052.24,0,0,391.44,,1,2022-01-03
762,IE00BRKWGL70,15,9,23699.15,3,1,421.25,,1,2022-01-03
763,IE00BVGC6645,2,2,849.27,0,0,424.63,,1,2022-01-03
764,LU0908501215,3,2,1545.95,0,0,772.98,,1,2022-01-03
765,LU1079841273,2,2,10455.40,0,0,5227.70,,1,2022-01-03
766,LU1254453738,1,1,244.20,0,0,,,1,2022-01-03
767,LU1390062245,2,2,9618.87,0,0,4809.44,,1,2022-01-03
768,LU1407888053,1,1,177.50,0,0,,,1,2022-01-03
769,LU1407890620,4,4,4190.30,0,0,906.51,,1,2022-01-03
770,LU1452600270,3,3,3879.66,0,0,646.68,,1,2022-01-03
771,LU1574142243,4,2,1514.88,1,0,757.44,,1,2022-01-03
772,LU1598688189,2,3,5591.80,0,0,1491.20,,1,2022-01-03
773,LU1769088581,6,5,39601.77,0,0,9180.98,,1,2022-01-03
774,LU1781540957,2,2,6117.96,0,0,3058.98,,1,2022-01-03
775,LU1781541179,429,354,2553725.48,62,0,724.15,,1,2022-01-03
